user_id,order_id,order_date,product_name,order_value,discount_given
C0080,O54270,2025-09-02,Fried Rice,220,109
C0080,O54271,2025-04-04,North Indian Thali,593,135
C0080,O54272,2025-08-19,Pasta,207,289
C0080,O54273,2025-09-08,Veg Biryani,710,86
C0080,O54274,2025-07-23,Noodles,418,240
C0080,O54275,2025-11-16,Noodles,993,219
C0080,O54276,2025-03-24,Pizza,306,68
C0080,O54277,2025-04-07,Veg Biryani,207,293
C0080,O54278,2025-07-08,Sandwich,280,107
C0080,O54279,2025-11-17,Sandwich,885,42
C0080,O54280,2025-07-06,Fried Rice,501,199
C0080,O54281,2025-02-08,Pasta,506,3
C0080,O54282,2025-05-01,Sandwich,1300,178
C0080,O54283,2025-05-13,Fried Rice,475,151
C0080,O54284,2025-06-13,Sandwich,820,125
C0080,O54285,2025-08-28,Pizza,1129,145
C0080,O54286,2025-09-09,Veg Biryani,382,71
C0080,O54287,2025-08-07,Pizza,918,172
C0080,O54288,2025-05-21,Chicken Biryani,1495,213
C0080,O54289,2025-09-26,Pizza,1243,65
C0080,O54290,2025-10-30,Veg Biryani,346,164
C0080,O54291,2025-11-06,Sandwich,717,13
C0080,O54292,2025-05-12,North Indian Thali,954,230
C0080,O54293,2025-08-16,Fried Rice,994,262
C0080,O54294,2025-05-11,North Indian Thali,1448,257
C0080,O54295,2025-08-22,Fried Rice,608,23
C0080,O54296,2025-09-28,Pizza,1318,141
C0080,O54297,2025-07-01,North Indian Thali,1101,80
C0080,O54298,2025-10-01,Sandwich,475,207
C0080,O54299,2025-10-23,Noodles,1262,287
C0080,O54300,2025-05-04,North Indian Thali,1075,282
C0080,O54301,2025-06-29,Chicken Biryani,1320,190
C0080,O54302,2025-03-15,Pizza,646,272
C0080,O54303,2025-02-18,Fried Rice,683,209
C0080,O54304,2025-04-26,Fried Rice,734,97
C0080,O54305,2025-11-24,Veg Biryani,606,189
C0080,O54306,2025-07-01,Sandwich,1371,22
C0080,O54307,2025-04-15,Fried Rice,757,80
C0080,O54308,2025-05-27,Chicken Biryani,1445,14
C0080,O54309,2025-05-01,Veg Biryani,277,294
C0080,O54310,2025-08-29,Pasta,1241,255
C0080,O54311,2025-10-04,Noodles,1250,1
C0080,O54312,2025-12-19,Chicken Biryani,663,294
C0080,O54313,2025-11-08,South Indian Thali,562,238
C0080,O54314,2025-01-13,North Indian Thali,1407,193
C0080,O54315,2025-02-25,North Indian Thali,1453,27
C0081,O54316,2025-07-29,Burger,1407,40
C0081,O54317,2025-09-17,Noodles,640,83
C0081,O54318,2025-02-15,South Indian Thali,639,158
C0081,O54319,2025-12-10,South Indian Thali,1185,135
C0081,O54320,2025-07-02,North Indian Thali,1395,275
C0081,O54321,2025-03-19,Veg Biryani,1155,177
C0081,O54322,2025-01-27,Sandwich,1343,280
C0081,O54323,2025-11-04,Burger,907,276
C0081,O54324,2025-01-18,Fried Rice,494,270
C0081,O54325,2025-02-22,Noodles,1005,51
C0081,O54326,2025-08-04,Sandwich,271,27
C0081,O54327,2025-09-09,Pizza,1085,34
C0081,O54328,2025-07-20,South Indian Thali,1019,139
C0081,O54329,2025-03-24,North Indian Thali,759,277
C0081,O54330,2025-09-05,Chicken Biryani,1400,51
C0081,O54331,2025-03-20,Chicken Biryani,1033,63
C0081,O54332,2025-01-08,Pizza,1437,24
C0081,O54333,2025-09-13,South Indian Thali,954,197
C0081,O54334,2025-04-04,Fried Rice,636,14
C0081,O54335,2025-06-27,Fried Rice,786,103
C0081,O54336,2025-10-21,Pizza,826,38
C0081,O54337,2025-12-30,Veg Biryani,334,231
C0081,O54338,2025-02-08,Fried Rice,1018,46
C0081,O54339,2025-02-05,Noodles,294,12
C0081,O54340,2025-05-26,Burger,567,64
C0081,O54341,2025-08-16,Noodles,953,7
C0081,O54342,2025-10-31,Pasta,955,180
C0081,O54343,2025-03-26,Chicken Biryani,1378,274
C0081,O54344,2025-01-23,South Indian Thali,826,298
C0081,O54345,2025-04-09,Burger,815,50
C0081,O54346,2025-12-28,South Indian Thali,311,243
C0081,O54347,2025-06-18,Sandwich,783,138
C0081,O54348,2025-12-02,Sandwich,430,238
C0081,O54349,2025-09-10,Burger,760,71
C0081,O54350,2025-09-20,Veg Biryani,421,76
C0081,O54351,2025-03-03,Fried Rice,1380,293
C0082,O54352,2025-12-06,Fried Rice,360,28
C0082,O54353,2025-04-24,North Indian Thali,305,130
C0082,O54354,2025-12-23,Fried Rice,975,284
C0082,O54355,2025-01-02,Veg Biryani,432,250
C0082,O54356,2025-11-17,Fried Rice,1331,275
C0082,O54357,2025-06-29,Fried Rice,492,71
C0082,O54358,2025-10-10,Noodles,374,122
C0082,O54359,2025-08-15,Veg Biryani,643,82
C0082,O54360,2025-09-10,Fried Rice,831,64
C0082,O54361,2025-10-08,Chicken Biryani,627,105
C0082,O54362,2025-10-27,Veg Biryani,306,35
C0082,O54363,2025-05-27,Sandwich,1485,158
C0082,O54364,2025-09-22,Sandwich,1425,154
C0082,O54365,2025-01-13,Chicken Biryani,1095,84
C0082,O54366,2025-10-07,South Indian Thali,444,299
C0082,O54367,2025-12-28,South Indian Thali,585,246
C0082,O54368,2025-11-08,Chicken Biryani,613,277
C0082,O54369,2025-08-26,Veg Biryani,914,246
C0082,O54370,2025-08-23,North Indian Thali,792,12
C0082,O54371,2025-11-23,North Indian Thali,215,44
C0082,O54372,2025-11-17,Pasta,850,147
C0082,O54373,2025-12-21,South Indian Thali,1459,190
C0082,O54374,2025-04-11,South Indian Thali,304,249
C0082,O54375,2025-04-04,Burger,1443,297
C0082,O54376,2025-12-05,Fried Rice,641,132
C0082,O54377,2025-12-27,Noodles,866,27
C0082,O54378,2025-10-09,Noodles,674,115
C0082,O54379,2025-11-01,Chicken Biryani,701,239
C0082,O54380,2025-02-27,Burger,894,25
C0082,O54381,2025-03-18,Fried Rice,416,261
C0082,O54382,2025-01-23,Noodles,869,205
C0082,O54383,2025-11-06,South Indian Thali,798,266
C0082,O54384,2025-05-14,North Indian Thali,1490,267
C0082,O54385,2025-02-22,North Indian Thali,1470,35
C0082,O54386,2025-01-28,Fried Rice,419,101
C0082,O54387,2025-09-20,Noodles,470,223
C0082,O54388,2025-05-19,Fried Rice,991,285
C0082,O54389,2025-09-07,Veg Biryani,1033,77
C0082,O54390,2025-10-24,Veg Biryani,537,12
C0082,O54391,2025-12-12,Burger,691,81
C0082,O54392,2025-01-09,Chicken Biryani,760,39
C0082,O54393,2025-12-29,Noodles,991,225
C0082,O54394,2025-04-18,Noodles,1468,254
C0082,O54395,2025-02-02,Pasta,1246,53
C0082,O54396,2025-11-05,South Indian Thali,248,77
C0082,O54397,2025-12-02,South Indian Thali,1345,89
C0082,O54398,2025-12-12,Noodles,392,243
C0082,O54399,2025-05-29,Veg Biryani,1369,140
C0082,O54400,2025-10-13,Chicken Biryani,1050,110
C0082,O54401,2025-04-18,Pizza,992,49
C0082,O54402,2025-01-14,Fried Rice,1357,75
C0082,O54403,2025-03-25,Pizza,869,285
C0082,O54404,2025-11-10,Sandwich,805,296
C0082,O54405,2025-04-04,Veg Biryani,768,163
C0082,O54406,2025-11-16,Pasta,809,15
C0082,O54407,2025-12-10,North Indian Thali,1301,71
C0082,O54408,2025-09-27,Burger,486,65
C0082,O54409,2025-03-09,Burger,1416,54
C0082,O54410,2025-06-17,Veg Biryani,707,24
C0082,O54411,2025-05-11,Sandwich,1036,101
C0082,O54412,2025-10-09,Burger,621,262
C0082,O54413,2025-04-30,Fried Rice,687,160
C0082,O54414,2025-06-10,Burger,277,37
C0082,O54415,2025-01-28,Noodles,661,99
C0082,O54416,2025-10-21,Veg Biryani,1116,91
C0082,O54417,2025-09-12,Sandwich,808,5
C0083,O54418,2025-09-28,Chicken Biryani,1010,46
C0083,O54419,2025-04-09,North Indian Thali,725,193
C0083,O54420,2025-06-06,Veg Biryani,1338,257
C0083,O54421,2025-05-25,Fried Rice,1223,9
C0083,O54422,2025-08-02,Fried Rice,944,170
C0083,O54423,2025-01-21,North Indian Thali,214,125
C0083,O54424,2025-12-07,South Indian Thali,1436,187
C0083,O54425,2025-06-21,Pizza,204,230
C0083,O54426,2025-07-20,Fried Rice,1372,71
C0083,O54427,2025-08-14,Chicken Biryani,785,168
C0083,O54428,2025-09-06,South Indian Thali,991,151
C0083,O54429,2025-08-12,Chicken Biryani,703,224
C0083,O54430,2025-02-07,South Indian Thali,243,184
C0083,O54431,2025-08-29,Sandwich,1129,209
C0083,O54432,2025-01-23,North Indian Thali,797,42
C0083,O54433,2025-02-09,Fried Rice,502,168
C0083,O54434,2025-06-24,South Indian Thali,1198,19
C0083,O54435,2025-04-19,Pizza,1416,243
C0083,O54436,2025-11-20,North Indian Thali,479,227
C0083,O54437,2025-02-05,Pizza,756,27
C0083,O54438,2025-06-03,Pizza,1246,206
C0083,O54439,2025-04-01,Veg Biryani,589,37
C0083,O54440,2025-08-16,Sandwich,1425,253
C0083,O54441,2025-02-07,North Indian Thali,932,186
C0083,O54442,2025-02-12,North Indian Thali,1070,113
C0083,O54443,2025-09-17,Noodles,716,67
C0083,O54444,2025-08-16,South Indian Thali,322,172
C0083,O54445,2025-12-02,Sandwich,1376,266
C0083,O54446,2025-06-06,Sandwich,1385,213
C0083,O54447,2025-01-26,North Indian Thali,1138,291
C0083,O54448,2025-07-08,Burger,833,229
C0083,O54449,2025-02-28,Pasta,295,261
C0083,O54450,2025-12-20,Sandwich,1359,282
C0083,O54451,2025-04-30,Noodles,629,24
C0083,O54452,2025-12-08,Pasta,1369,11
C0083,O54453,2025-03-28,Fried Rice,308,265
C0083,O54454,2025-08-10,Pizza,1193,101
C0083,O54455,2025-05-17,Pizza,390,141
C0083,O54456,2025-12-23,Sandwich,1296,166
C0083,O54457,2025-06-17,North Indian Thali,765,258
C0083,O54458,2025-04-21,South Indian Thali,943,160
C0083,O54459,2025-12-18,Pasta,1038,18
C0083,O54460,2025-10-17,South Indian Thali,1173,49
C0083,O54461,2025-06-24,Noodles,501,183
C0083,O54462,2025-07-04,South Indian Thali,709,80
C0083,O54463,2025-06-05,Burger,986,282
C0083,O54464,2025-09-06,Burger,346,6
C0083,O54465,2025-06-06,Burger,268,93
C0083,O54466,2025-12-29,North Indian Thali,385,169
C0083,O54467,2025-07-23,Pasta,753,12
C0083,O54468,2025-06-03,Noodles,1497,297
C0083,O54469,2025-02-20,Pizza,699,211
C0083,O54470,2025-05-24,Pizza,556,2
C0083,O54471,2025-09-11,South Indian Thali,1046,255
C0083,O54472,2025-04-08,South Indian Thali,1373,278
C0083,O54473,2025-02-28,Noodles,645,112
C0083,O54474,2025-11-20,Veg Biryani,954,56
C0083,O54475,2025-03-01,Noodles,528,215
C0083,O54476,2025-08-21,South Indian Thali,1205,54
C0083,O54477,2025-07-27,Fried Rice,1286,183
C0083,O54478,2025-11-07,North Indian Thali,376,62
C0083,O54479,2025-03-14,North Indian Thali,1046,166
C0083,O54480,2025-08-13,Sandwich,208,235
C0083,O54481,2025-07-17,South Indian Thali,1123,172
C0083,O54482,2025-10-09,Pasta,1251,295
C0083,O54483,2025-05-14,Sandwich,226,37
C0083,O54484,2025-07-15,Chicken Biryani,1426,84
C0083,O54485,2025-11-16,South Indian Thali,1253,98
C0083,O54486,2025-07-09,Veg Biryani,211,90
C0083,O54487,2025-01-30,Chicken Biryani,1261,59
C0084,O54488,2025-12-26,Sandwich,1113,179
C0084,O54489,2025-10-12,Pizza,1335,229
C0084,O54490,2025-01-21,Chicken Biryani,1368,145
C0084,O54491,2025-11-12,Chicken Biryani,1389,139
C0084,O54492,2025-07-22,Burger,667,200
C0084,O54493,2025-11-10,Pasta,970,254
C0084,O54494,2025-01-23,Pizza,538,86
C0084,O54495,2025-08-07,Pasta,674,26
C0084,O54496,2025-10-17,Pasta,1000,222
C0084,O54497,2025-12-18,Pizza,889,147
C0084,O54498,2025-08-15,Chicken Biryani,1409,293
C0084,O54499,2025-02-10,Pasta,1104,190
C0084,O54500,2025-03-20,Burger,916,277
C0084,O54501,2025-09-29,South Indian Thali,743,141
C0084,O54502,2025-09-08,Chicken Biryani,493,97
C0084,O54503,2025-05-16,Noodles,683,276
C0084,O54504,2025-11-08,Fried Rice,1013,42
C0084,O54505,2025-04-30,Veg Biryani,245,235
C0084,O54506,2025-02-17,North Indian Thali,397,83
C0084,O54507,2025-01-31,South Indian Thali,1384,70
C0084,O54508,2025-01-08,Burger,1097,51
C0084,O54509,2025-02-14,South Indian Thali,492,299
C0084,O54510,2025-02-07,Sandwich,1066,230
C0084,O54511,2025-09-19,Burger,779,178
C0084,O54512,2025-12-23,South Indian Thali,897,200
C0084,O54513,2025-01-13,Pasta,642,213
C0084,O54514,2025-08-08,Chicken Biryani,485,243
C0084,O54515,2025-12-22,Sandwich,1481,57
C0084,O54516,2025-02-05,Sandwich,1039,192
C0084,O54517,2025-11-29,Sandwich,761,31
C0084,O54518,2025-04-08,Noodles,242,46
C0084,O54519,2025-09-27,South Indian Thali,1142,62
C0084,O54520,2025-01-19,Chicken Biryani,236,106
C0084,O54521,2025-04-02,Chicken Biryani,384,215
C0084,O54522,2025-01-28,Pasta,571,17
C0084,O54523,2025-12-11,Burger,1419,77
C0084,O54524,2025-06-16,North Indian Thali,1313,263
C0084,O54525,2025-07-27,Fried Rice,923,270
C0084,O54526,2025-09-20,Burger,711,213
C0084,O54527,2025-03-05,Noodles,921,173
C0084,O54528,2025-09-13,North Indian Thali,662,100
C0084,O54529,2025-01-16,South Indian Thali,1481,243
C0084,O54530,2025-12-14,North Indian Thali,1472,104
C0084,O54531,2025-07-01,Burger,1392,46
C0084,O54532,2025-02-12,Burger,1017,220
C0084,O54533,2025-01-01,Pasta,343,27
C0084,O54534,2025-12-08,Fried Rice,989,40
C0084,O54535,2025-11-28,Pizza,858,177
C0084,O54536,2025-11-11,Veg Biryani,1036,166
C0084,O54537,2025-05-03,Pizza,950,248
C0084,O54538,2025-09-20,Pizza,963,110
C0084,O54539,2025-06-29,South Indian Thali,1019,206
C0084,O54540,2025-08-22,Veg Biryani,223,25
C0084,O54541,2025-08-06,Sandwich,1205,9
C0084,O54542,2025-01-17,Chicken Biryani,444,205
C0084,O54543,2025-09-15,Sandwich,916,26
C0084,O54544,2025-03-12,Pasta,1425,247
C0084,O54545,2025-04-28,South Indian Thali,208,85
C0084,O54546,2025-01-23,Pasta,439,72
C0084,O54547,2025-01-27,Pizza,1183,80
C0084,O54548,2025-03-25,Pizza,398,42
C0084,O54549,2025-09-20,North Indian Thali,291,83
C0084,O54550,2025-10-27,Pasta,495,134
C0084,O54551,2025-10-08,Chicken Biryani,1200,58
C0084,O54552,2025-12-25,Noodles,952,97
C0084,O54553,2025-03-03,Fried Rice,975,112
C0084,O54554,2025-05-26,Pizza,455,257
C0085,O54555,2025-12-13,Chicken Biryani,814,244
C0085,O54556,2025-09-02,Pizza,1023,267
C0085,O54557,2025-08-12,Noodles,931,216
C0085,O54558,2025-01-04,North Indian Thali,673,35
C0085,O54559,2025-06-27,Chicken Biryani,1240,198
C0085,O54560,2025-11-14,North Indian Thali,1271,61
C0085,O54561,2025-03-10,Pasta,565,161
C0085,O54562,2025-08-15,Fried Rice,1144,229
C0085,O54563,2025-06-27,North Indian Thali,767,77
C0085,O54564,2025-09-27,South Indian Thali,1429,280
C0085,O54565,2025-08-16,Noodles,1099,238
C0085,O54566,2025-10-15,Veg Biryani,281,249
C0085,O54567,2025-07-12,Noodles,817,188
C0085,O54568,2025-10-03,South Indian Thali,1297,9
C0085,O54569,2025-05-03,Burger,415,289
C0085,O54570,2025-02-09,Pizza,392,126
C0085,O54571,2025-10-16,South Indian Thali,782,136
C0085,O54572,2025-05-24,Veg Biryani,1056,268
C0085,O54573,2025-05-19,South Indian Thali,763,16
C0085,O54574,2025-06-14,Pizza,212,189
C0085,O54575,2025-12-06,Sandwich,1064,263
C0085,O54576,2025-11-08,South Indian Thali,932,103
C0085,O54577,2025-12-05,South Indian Thali,1421,299
C0085,O54578,2025-12-25,Sandwich,368,148
C0085,O54579,2025-09-06,Veg Biryani,967,41
C0085,O54580,2025-07-21,Noodles,1169,243
C0085,O54581,2025-06-06,Burger,663,285
C0085,O54582,2025-10-09,Burger,636,237
C0085,O54583,2025-01-19,Noodles,764,84
C0085,O54584,2025-09-30,Noodles,1071,212
C0085,O54585,2025-12-27,Noodles,1327,191
C0086,O54586,2025-06-26,Pasta,1304,192
C0086,O54587,2025-02-06,Burger,353,129
C0086,O54588,2025-02-28,North Indian Thali,439,292
C0086,O54589,2025-10-14,South Indian Thali,1427,98
C0086,O54590,2025-12-16,Fried Rice,887,261
C0086,O54591,2025-09-28,South Indian Thali,342,188
C0086,O54592,2025-09-29,Chicken Biryani,625,45
C0086,O54593,2025-04-05,Veg Biryani,263,130
C0086,O54594,2025-01-09,Noodles,658,202
C0086,O54595,2025-10-25,Fried Rice,705,173
C0086,O54596,2025-03-14,Burger,283,58
C0086,O54597,2025-01-21,North Indian Thali,1117,156
C0086,O54598,2025-11-15,North Indian Thali,775,167
C0086,O54599,2025-07-22,Burger,1329,121
C0086,O54600,2025-11-14,Chicken Biryani,1405,102
C0086,O54601,2025-11-12,Noodles,605,69
C0086,O54602,2025-06-09,Sandwich,1463,10
C0086,O54603,2025-05-18,Veg Biryani,694,166
C0086,O54604,2025-09-04,Sandwich,1466,107
C0086,O54605,2025-12-02,Pasta,1034,193
C0086,O54606,2025-11-04,South Indian Thali,705,280
C0086,O54607,2025-10-18,Pasta,874,277
C0086,O54608,2025-07-22,Chicken Biryani,807,222
C0086,O54609,2025-08-25,South Indian Thali,316,191
C0086,O54610,2025-10-03,Noodles,817,3
C0086,O54611,2025-01-18,South Indian Thali,506,19
C0086,O54612,2025-05-02,South Indian Thali,848,79
C0086,O54613,2025-06-03,Fried Rice,1069,24
C0086,O54614,2025-06-18,Fried Rice,258,40
C0086,O54615,2025-02-07,Chicken Biryani,1340,274
C0086,O54616,2025-09-27,Pasta,1350,2
C0086,O54617,2025-10-20,Burger,697,15
C0086,O54618,2025-09-22,Noodles,1486,133
C0086,O54619,2025-08-01,South Indian Thali,635,128
C0086,O54620,2025-12-18,Veg Biryani,833,240
C0086,O54621,2025-04-25,Veg Biryani,1445,213
C0086,O54622,2025-03-21,Pizza,334,241
C0086,O54623,2025-10-30,South Indian Thali,1412,296
C0086,O54624,2025-01-14,South Indian Thali,588,231
C0086,O54625,2025-09-18,Chicken Biryani,903,202
C0086,O54626,2025-09-18,Veg Biryani,1336,35
C0086,O54627,2025-03-20,Burger,1498,277
C0086,O54628,2025-06-11,Burger,511,16
C0086,O54629,2025-07-23,Sandwich,1184,16
C0086,O54630,2025-07-21,Veg Biryani,675,209
C0086,O54631,2025-03-19,Burger,1303,57
C0086,O54632,2025-01-18,South Indian Thali,1431,134
C0086,O54633,2025-11-28,Sandwich,1193,9
C0086,O54634,2025-03-10,Veg Biryani,1098,82
C0086,O54635,2025-04-19,Pizza,1267,131
C0086,O54636,2025-01-18,Chicken Biryani,804,293
C0086,O54637,2025-05-28,Fried Rice,371,50
C0086,O54638,2025-01-19,Noodles,1343,224
C0086,O54639,2025-03-07,Chicken Biryani,340,188
C0086,O54640,2025-06-07,Veg Biryani,869,245
C0086,O54641,2025-12-10,Veg Biryani,1143,235
C0086,O54642,2025-02-02,Chicken Biryani,529,274
C0086,O54643,2025-03-12,Pizza,278,168
C0086,O54644,2025-10-25,Pasta,1182,179
C0086,O54645,2025-04-26,South Indian Thali,459,259
C0086,O54646,2025-01-05,Veg Biryani,496,107
C0086,O54647,2025-12-09,North Indian Thali,559,116
C0086,O54648,2025-12-23,Burger,1156,12
C0086,O54649,2025-05-22,Pasta,1411,280
C0086,O54650,2025-04-25,Sandwich,1459,9
C0086,O54651,2025-07-18,Sandwich,1273,141
C0086,O54652,2025-09-28,Fried Rice,869,29
C0086,O54653,2025-03-23,Sandwich,230,235
C0086,O54654,2025-11-29,Sandwich,859,176
C0086,O54655,2025-02-04,Noodles,734,105
C0086,O54656,2025-04-07,Chicken Biryani,429,226
C0086,O54657,2025-04-10,Sandwich,254,194
C0086,O54658,2025-01-08,Veg Biryani,623,127
C0086,O54659,2025-02-01,South Indian Thali,292,6
C0087,O54660,2025-12-07,Chicken Biryani,1443,239
C0087,O54661,2025-04-16,North Indian Thali,615,44
C0087,O54662,2025-10-25,Veg Biryani,565,8
C0087,O54663,2025-03-28,North Indian Thali,530,176
C0087,O54664,2025-05-10,Chicken Biryani,210,121
C0087,O54665,2025-08-23,Veg Biryani,547,223
C0087,O54666,2025-06-02,Noodles,1435,91
C0087,O54667,2025-11-27,South Indian Thali,1154,196
C0087,O54668,2025-02-11,Veg Biryani,1129,227
C0087,O54669,2025-07-13,Pasta,729,242
C0087,O54670,2025-10-03,Pasta,838,74
C0087,O54671,2025-03-03,North Indian Thali,677,287
C0087,O54672,2025-07-05,Veg Biryani,894,27
C0087,O54673,2025-11-26,Pasta,669,246
C0087,O54674,2025-12-03,Fried Rice,733,95
C0087,O54675,2025-05-02,Sandwich,961,136
C0087,O54676,2025-10-04,Sandwich,1031,60
C0087,O54677,2025-09-07,Chicken Biryani,1318,295
C0087,O54678,2025-07-03,Fried Rice,1483,286
C0087,O54679,2025-06-04,Pizza,385,68
C0087,O54680,2025-11-22,South Indian Thali,826,7
C0087,O54681,2025-09-22,Burger,982,248
C0087,O54682,2025-04-15,Pizza,974,223
C0087,O54683,2025-11-24,Sandwich,1206,270
C0087,O54684,2025-06-14,South Indian Thali,1306,294
C0087,O54685,2025-05-14,Pasta,410,91
C0087,O54686,2025-12-03,Pizza,689,126
C0087,O54687,2025-07-10,Pasta,870,9
C0087,O54688,2025-04-17,Noodles,1310,66
C0087,O54689,2025-03-03,Chicken Biryani,586,145
C0087,O54690,2025-06-02,South Indian Thali,818,147
C0088,O54691,2025-12-08,South Indian Thali,377,265
C0088,O54692,2025-05-29,Pizza,1470,253
C0088,O54693,2025-01-29,Veg Biryani,212,46
C0088,O54694,2025-05-31,Chicken Biryani,1273,214
C0088,O54695,2025-05-12,Chicken Biryani,571,112
C0088,O54696,2025-09-09,North Indian Thali,252,129
C0088,O54697,2025-11-20,North Indian Thali,392,78
C0088,O54698,2025-02-26,Sandwich,296,197
C0088,O54699,2025-05-15,South Indian Thali,346,171
C0088,O54700,2025-03-04,South Indian Thali,922,108
C0088,O54701,2025-10-09,Veg Biryani,883,11
C0088,O54702,2025-11-29,Pasta,1443,285
C0088,O54703,2025-06-21,Burger,1389,186
C0088,O54704,2025-06-19,Noodles,763,188
C0088,O54705,2025-04-30,Burger,304,161
C0088,O54706,2025-10-22,Sandwich,1264,164
C0088,O54707,2025-11-17,South Indian Thali,534,159
C0088,O54708,2025-09-21,Pizza,1064,17
C0088,O54709,2025-06-22,Pizza,551,32
C0088,O54710,2025-09-18,Pizza,1433,163
C0088,O54711,2025-01-05,Burger,233,279
C0088,O54712,2025-05-25,North Indian Thali,550,70
C0088,O54713,2025-12-14,Pasta,324,277
C0088,O54714,2025-09-28,Burger,556,14
C0088,O54715,2025-08-30,Veg Biryani,697,152
C0088,O54716,2025-02-22,Pizza,348,218
C0088,O54717,2025-04-23,North Indian Thali,651,82
C0088,O54718,2025-08-06,Chicken Biryani,937,269
C0088,O54719,2025-01-15,South Indian Thali,603,289
C0088,O54720,2025-12-05,Fried Rice,976,198
C0088,O54721,2025-06-07,South Indian Thali,1186,206
C0088,O54722,2025-06-23,Veg Biryani,1488,245
C0088,O54723,2025-02-05,Pasta,572,258
C0088,O54724,2025-01-19,Veg Biryani,1123,22
C0088,O54725,2025-04-14,Pasta,440,203
C0088,O54726,2025-09-10,Veg Biryani,1365,142
C0088,O54727,2025-09-28,Burger,506,109
C0088,O54728,2025-01-08,North Indian Thali,1292,189
C0088,O54729,2025-06-28,Fried Rice,774,67
C0088,O54730,2025-07-25,Noodles,1111,5
C0088,O54731,2025-04-29,Noodles,1254,5
C0088,O54732,2025-07-26,Pizza,868,66
C0088,O54733,2025-11-26,Burger,1090,288
C0088,O54734,2025-05-20,Veg Biryani,499,12
C0088,O54735,2025-06-01,Pasta,1024,108
C0088,O54736,2025-12-22,North Indian Thali,348,203
C0088,O54737,2025-11-03,Veg Biryani,1283,20
C0088,O54738,2025-12-29,Burger,581,244
C0088,O54739,2025-03-14,Noodles,1299,185
C0088,O54740,2025-03-19,Fried Rice,589,64
C0088,O54741,2025-12-08,Fried Rice,767,258
C0088,O54742,2025-07-09,Noodles,1229,5
C0088,O54743,2025-07-10,North Indian Thali,347,257
C0088,O54744,2025-08-06,Pasta,289,9
C0088,O54745,2025-03-28,North Indian Thali,1037,150
C0088,O54746,2025-04-23,Pizza,229,127
C0088,O54747,2025-03-19,North Indian Thali,620,54
C0088,O54748,2025-11-01,North Indian Thali,745,104
C0089,O54749,2025-01-22,Noodles,590,104
C0089,O54750,2025-05-29,Noodles,1495,275
C0089,O54751,2025-10-26,Sandwich,371,46
C0089,O54752,2025-04-24,Pizza,406,241
C0089,O54753,2025-10-28,Chicken Biryani,907,163
C0089,O54754,2025-06-25,Noodles,1054,270
C0089,O54755,2025-04-20,Burger,883,201
C0089,O54756,2025-06-17,Burger,285,141
C0089,O54757,2025-12-03,Sandwich,1274,111
C0089,O54758,2025-09-28,Pasta,543,182
C0089,O54759,2025-11-28,Noodles,1233,233
C0089,O54760,2025-10-25,Pizza,443,266
C0089,O54761,2025-04-28,Noodles,1092,200
C0089,O54762,2025-08-27,Fried Rice,1114,245
C0089,O54763,2025-12-12,Fried Rice,1231,151
C0089,O54764,2025-07-30,Fried Rice,566,157
C0089,O54765,2025-02-27,Noodles,285,54
C0089,O54766,2025-07-20,Pasta,645,107
C0089,O54767,2025-10-31,Fried Rice,331,197
C0089,O54768,2025-02-16,South Indian Thali,956,202
C0089,O54769,2025-09-18,Veg Biryani,889,23
C0089,O54770,2025-06-24,Pizza,985,260
C0089,O54771,2025-10-13,North Indian Thali,1309,68
C0089,O54772,2025-01-31,Veg Biryani,802,15
C0089,O54773,2025-11-06,Pasta,1148,275
C0089,O54774,2025-12-04,Pizza,873,191
C0089,O54775,2025-05-31,South Indian Thali,564,112
C0089,O54776,2025-09-30,Burger,375,148
C0089,O54777,2025-06-27,Pasta,1135,222
C0089,O54778,2025-09-16,Veg Biryani,1412,89
C0089,O54779,2025-12-09,Veg Biryani,355,199
C0089,O54780,2025-02-24,Chicken Biryani,1423,101
C0089,O54781,2025-10-12,South Indian Thali,822,265
C0089,O54782,2025-04-01,Chicken Biryani,376,230
C0089,O54783,2025-01-29,North Indian Thali,500,194
C0089,O54784,2025-11-03,North Indian Thali,950,266
C0089,O54785,2025-08-02,Sandwich,682,261
C0089,O54786,2025-03-08,North Indian Thali,332,136
C0089,O54787,2025-01-28,Burger,711,210
C0089,O54788,2025-07-24,Chicken Biryani,452,37
C0089,O54789,2025-02-12,South Indian Thali,828,189
C0089,O54790,2025-02-15,Pasta,504,202
C0089,O54791,2025-08-21,South Indian Thali,444,208
C0089,O54792,2025-09-05,South Indian Thali,1038,157
C0089,O54793,2025-01-01,Fried Rice,416,248
C0089,O54794,2025-03-10,Pizza,1253,114
C0089,O54795,2025-01-08,Noodles,474,35
C0089,O54796,2025-11-07,Sandwich,1267,154
C0089,O54797,2025-03-18,Burger,238,238
C0089,O54798,2025-01-13,North Indian Thali,321,143
C0089,O54799,2025-06-21,Pasta,654,246
C0089,O54800,2025-09-04,Pizza,1122,44
C0089,O54801,2025-09-10,Fried Rice,574,290
C0089,O54802,2025-07-26,South Indian Thali,718,241
C0089,O54803,2025-04-20,South Indian Thali,1337,275
C0089,O54804,2025-04-06,Veg Biryani,900,287
C0089,O54805,2025-06-03,Sandwich,622,49
C0089,O54806,2025-07-26,Noodles,763,149
C0089,O54807,2025-02-22,South Indian Thali,412,65
